categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['first bird', 'pokemon']","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",1,1,1,20.9,140.0,4705,267,"['archen', 'defeatist', 'first bird']",Archen,https://scrapeme.live/shop/Archen/
"['mushroom', 'pokemon']","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",,,,2.2,129.0,7154,225,"['effect spore', 'foongus', 'mushroom']",Foongus,https://scrapeme.live/shop/Foongus/
"['gear', 'pokemon']","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",2,2,2,112.4,162.0,9991,114,"['gear', 'klang', 'plus']",Klang,https://scrapeme.live/shop/Klang/
"['gear', 'pokemon']",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,1,1,1,46.3,75.0,5294,84,"['gear', 'klink', 'plus']",Klink,https://scrapeme.live/shop/Klink/
"['pokemon', 'thorn pod']","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",3,3,3,242.5,182.0,5533,74,"['ferrothorn', 'iron barbs', 'thorn pod']",Ferrothorn,https://scrapeme.live/shop/Ferrothorn/
"['pokemon', 'thorn seed']",It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,2,2,2,41.4,81.0,5368,149,"['ferroseed', 'iron barbs', 'thorn seed']",Ferroseed,https://scrapeme.live/shop/Ferroseed/
"['elespider', 'pokemon']","When attacked, they create an electric barrier by spitting out many electrically charged threads.",2,2,2,31.5,57.0,4595,61,"['compound eyes', 'elespider', 'galvantula']",Galvantula,https://scrapeme.live/shop/Galvantula/
"['attaching', 'pokemon']","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",,,,1.3,59.0,4385,137,"['attaching', 'compound eyes', 'joltik']",Joltik,https://scrapeme.live/shop/Joltik/
"['caring', 'pokemon']",It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,3,3,3,69.7,35.0,8864,296,"['alomomola', 'caring', 'hydration']",Alomomola,https://scrapeme.live/shop/Alomomola/
"['floating', 'pokemon']","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",7,7,7,297.6,114.0,2412,216,"['floating', 'jellicent', 'water absorb']",Jellicent,https://scrapeme.live/shop/Jellicent/
"['floating', 'pokemon']","If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",3,3,3,72.8,63.0,5310,32,"['floating', 'frillish', 'water absorb']",Frillish,https://scrapeme.live/shop/Frillish/
"['cavalry', 'pokemon']",These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,3,3,3,72.8,189.0,1906,281,"['cavalry', 'escavalier', 'swarm']",Escavalier,https://scrapeme.live/shop/Escavalier/
"['clamping', 'pokemon']",For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,1,1,1,13.0,41.0,9391,296,"['clamping', 'karrablast', 'shed skin']",Karrablast,https://scrapeme.live/shop/Karrablast/
"['pokemon', 'season']","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",6,6,6,203.9,76.0,6782,299,"['chlorophyll', 'sawsbuck', 'season']",Sawsbuck,https://scrapeme.live/shop/Sawsbuck/
"['pokemon', 'season']",The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,2,2,2,43.0,141.0,5837,159,"['chlorophyll', 'deerling', 'season']",Deerling,https://scrapeme.live/shop/Deerling/
"['pokemon', 'snowstorm']","Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",4,4,4,126.8,89.0,2362,30,"['ice body', 'snowstorm', 'vanilluxe']",Vanilluxe,https://scrapeme.live/shop/Vanilluxe/
"['icy snow', 'pokemon']","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",3,3,3,90.4,93.0,5776,218,"['ice body', 'icy snow', 'vanillish']",Vanillish,https://scrapeme.live/shop/Vanillish/
"['pokemon', 'shell out']","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",2,2,2,55.8,129.0,7958,124,"['accelgor', 'hydration', 'shell out']",Accelgor,https://scrapeme.live/shop/Accelgor/
"['pokemon', 'snail']",It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,1,1,1,17.0,190.0,8708,131,"['hydration', 'shelmet', 'snail']",Shelmet,https://scrapeme.live/shop/Shelmet/
"['crystallizing', 'pokemon']","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",3,3,3,326.3,72.0,5993,203,"['cryogonal', 'crystallizing', 'levitate']",Cryogonal,https://scrapeme.live/shop/Cryogonal/
"['freezing', 'pokemon']",It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,8,8,8,573.2,28.0,1322,272,"['beartic', 'freezing', 'snow cloak']",Beartic,https://scrapeme.live/shop/Beartic/
"['chill', 'pokemon']","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",1,1,1,18.7,62.0,3643,45,"['chill', 'cubchoo', 'snow cloak']",Cubchoo,https://scrapeme.live/shop/Cubchoo/
"['axe jaw', 'pokemon']",Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,5,5,5,232.6,135.0,3951,239,"['axe jaw', 'haxorus', 'rivalry']",Haxorus,https://scrapeme.live/shop/Haxorus/
"['axe jaw', 'pokemon']","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",3,3,3,79.4,64.0,8993,234,"['axe jaw', 'fraxure', 'rivalry']",Fraxure,https://scrapeme.live/shop/Fraxure/
"['pokemon', 'tusk']","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",2,2,2,39.7,123.0,9236,142,"['axew', 'rivalry', 'tusk']",Axew,https://scrapeme.live/shop/Axew/
"['lamp', 'pokemon']",It arrives near the moment of death and steals spirit from the body.,2,2,2,28.7,157.0,6418,48,"['flash fire', 'lamp', 'lampent']",Lampent,https://scrapeme.live/shop/Lampent/
"['candle', 'pokemon']","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",1,1,1,6.8,37.0,7933,76,"['candle', 'flash fire', 'litwick']",Litwick,https://scrapeme.live/shop/Litwick/
"['cerebral', 'pokemon']",It uses psychic power to control an opponent’s brain and tamper with its memories.,3,3,3,76.1,34.0,7367,68,"['beheeyem', 'cerebral', 'synchronize']",Beheeyem,https://scrapeme.live/shop/Beheeyem/
"['cerebral', 'pokemon']",Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,1,1,1,19.8,107.0,3449,111,"['cerebral', 'elgyem', 'synchronize']",Elgyem,https://scrapeme.live/shop/Elgyem/
"['elefish', 'pokemon']",They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,6,6,6,177.5,123.0,2066,111,"['eelektross', 'elefish', 'levitate']",Eelektross,https://scrapeme.live/shop/Eelektross/
"['elefish', 'pokemon']","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",3,3,3,48.5,198.0,5128,150,"['eelektrik', 'elefish', 'levitate']",Eelektrik,https://scrapeme.live/shop/Eelektrik/
"['elefish', 'pokemon']","One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",,,,0.7,82.0,7438,46,"['elefish', 'levitate', 'tynamo']",Tynamo,https://scrapeme.live/shop/Tynamo/
"['gear', 'pokemon']",Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,2,2,2,178.6,178.0,9489,87,"['gear', 'klinklang', 'plus']",Klinklang,https://scrapeme.live/shop/Klinklang/
"['pokemon', 'sword blade']",Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,5,5,5,154.3,129.0,8828,255,"['bisharp', 'inner focus', 'sword blade']",Bisharp,https://scrapeme.live/shop/Bisharp/
"['irate', 'pokemon']","Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",2,2,2,38.1,63.0,8088,40,"['deino', 'hustle', 'irate']",Deino,https://scrapeme.live/shop/Deino/
"['iron ant', 'pokemon']","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",1,1,1,72.8,28.0,2490,272,"['durant', 'iron ant', 'swarm']",Durant,https://scrapeme.live/shop/Durant/
"['anteater', 'pokemon']","It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",4,4,4,127.9,81.0,5965,299,"['anteater', 'flash fire', 'heatmor']",Heatmor,https://scrapeme.live/shop/Heatmor/
"['bone vulture', 'pokemon']","Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",3,3,3,87.1,89.0,7635,296,"['big pecks', 'bone vulture', 'mandibuzz']",Mandibuzz,https://scrapeme.live/shop/Mandibuzz/
"['diapered', 'pokemon']",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,1,1,1,19.8,61.0,8446,16,"['big pecks', 'diapered', 'vullaby']",Vullaby,https://scrapeme.live/shop/Vullaby/
"['pokemon', 'valiant']",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,4,4,4,90.4,83.0,1770,262,"['braviary', 'keen eye', 'valiant']",Braviary,https://scrapeme.live/shop/Braviary/
"['eaglet', 'pokemon']","They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",1,1,1,23.1,60.0,8587,194,"['eaglet', 'keen eye', 'rufflet']",Rufflet,https://scrapeme.live/shop/Rufflet/
"['bash buffalo', 'pokemon']","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5,5,5,208.6,59.0,5666,201,"['bash buffalo', 'bouffalant', 'reckless']",Bouffalant,https://scrapeme.live/shop/Bouffalant/
"['pokemon', 'sharp blade']","Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",1,1,1,22.5,37.0,3172,58,"['inner focus', 'pawniard', 'sharp blade']",Pawniard,https://scrapeme.live/shop/Pawniard/
"['automaton', 'pokemon']",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,9,9,9,727.5,74.0,5196,133,"['automaton', 'golurk', 'iron fist']",Golurk,https://scrapeme.live/shop/Golurk/
"['automaton', 'pokemon']",Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,3,3,3,202.8,89.0,8500,274,"['automaton', 'golett', 'iron fist']",Golett,https://scrapeme.live/shop/Golett/
"['cave', 'pokemon']","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",5,5,5,306.4,110.0,4185,266,"['cave', 'druddigon', 'rough skin']",Druddigon,https://scrapeme.live/shop/Druddigon/
"['martial arts', 'pokemon']","Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",4,4,4,78.3,50.0,8121,253,"['inner focus', 'martial arts', 'mienshao']",Mienshao,https://scrapeme.live/shop/Mienshao/
"['martial arts', 'pokemon']","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",2,2,2,44.1,197.0,2424,82,"['inner focus', 'martial arts', 'mienfoo']",Mienfoo,https://scrapeme.live/shop/Mienfoo/
"['pokemon', 'trap']","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",2,2,2,24.3,67.0,2448,288,"['static', 'stunfisk', 'trap']",Stunfisk,https://scrapeme.live/shop/Stunfisk/
"['bubble frog', 'pokemon']","It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",1,1,1,15.4,38.0,8475,143,"['bubble frog', 'froakie', 'torrent']",Froakie,https://scrapeme.live/shop/Froakie/
"['fox', 'pokemon']","Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",4,4,4,86.0,170.0,3188,146,"['blaze', 'delphox', 'fox']",Delphox,https://scrapeme.live/shop/Delphox/
"['fox', 'pokemon']","When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",3,3,3,32.0,59.0,6617,71,"['blaze', 'braixen', 'fox']",Braixen,https://scrapeme.live/shop/Braixen/
"['fox', 'pokemon']","As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",1,1,1,20.7,123.0,1069,183,"['blaze', 'fennekin', 'fox']",Fennekin,https://scrapeme.live/shop/Fennekin/
"['pokemon', 'spiny armor']","When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5,5,5,198.4,96.0,5360,145,"['chesnaught', 'overgrow', 'spiny armor']",Chesnaught,https://scrapeme.live/shop/Chesnaught/
"['pokemon', 'spiny armor']",They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,2,2,2,63.9,161.0,7500,61,"['overgrow', 'quilladin', 'spiny armor']",Quilladin,https://scrapeme.live/shop/Quilladin/
"['pokemon', 'spiny nut']",Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,1,1,1,19.8,185.0,2048,267,"['chespin', 'overgrow', 'spiny nut']",Chespin,https://scrapeme.live/shop/Chespin/
"['paleozoic', 'pokemon']",This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,4,4,4,181.9,173.0,4041,30,"['download', 'genesect', 'paleozoic']",Genesect,https://scrapeme.live/shop/Genesect/
"['deep black', 'pokemon']","Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",9,9,9,760.6,135.0,8154,253,"['deep black', 'teravolt', 'zekrom']",Zekrom,https://scrapeme.live/shop/Zekrom/
"['pokemon', 'vast white']","When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",10,10,10,727.5,147.0,6531,235,"['reshiram', 'turboblaze', 'vast white']",Reshiram,https://scrapeme.live/shop/Reshiram/
"['grassland', 'pokemon']",Legends say this Pokémon confounded opponents with its swift movements.,6,6,6,440.9,156.0,7907,161,"['grassland', 'justified', 'virizion']",Virizion,https://scrapeme.live/shop/Virizion/
"['cavern', 'pokemon']","Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",6,6,6,573.2,87.0,1701,136,"['cavern', 'justified', 'terrakion']",Terrakion,https://scrapeme.live/shop/Terrakion/
"['iron will', 'pokemon']",It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,6,6,6,551.2,111.0,5798,94,"['cobalion', 'iron will', 'justified']",Cobalion,https://scrapeme.live/shop/Cobalion/
"['pokemon', 'sun']","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",5,5,5,101.4,94.0,6817,57,"['flame body', 'sun', 'volcarona']",Volcarona,https://scrapeme.live/shop/Volcarona/
"['brutal', 'pokemon']","It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",5,5,5,352.7,86.0,9310,299,"['brutal', 'hydreigon', 'levitate']",Hydreigon,https://scrapeme.live/shop/Hydreigon/
"['hostile', 'pokemon']","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",4,4,4,110.2,199.0,6661,69,"['hostile', 'hustle', 'zweilous']",Zweilous,https://scrapeme.live/shop/Zweilous/
"['pokemon', 'scale']",The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,3,3,3,37.5,177.0,9125,208,"['scale', 'shield dust', 'vivillon']",Vivillon,https://scrapeme.live/shop/Vivillon/
"['mount', 'pokemon']",They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,5,5,5,200.6,97.0,6039,104,"['gogoat', 'mount', 'sap sipper']",Gogoat,https://scrapeme.live/shop/Gogoat/
"['mount', 'pokemon']","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",2,2,2,68.3,129.0,5049,271,"['mount', 'sap sipper', 'skiddo']",Skiddo,https://scrapeme.live/shop/Skiddo/
"['garden', 'pokemon']","In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",3,3,3,22.0,93.0,9793,25,"['florges', 'flower veil', 'garden']",Florges,https://scrapeme.live/shop/Florges/
"['pokemon', 'single bloom']","When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",,,,2.0,149.0,4585,270,"['floette', 'flower veil', 'single bloom']",Floette,https://scrapeme.live/shop/Floette/
"['pokemon', 'single bloom']","When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",,,,0.2,79.0,1253,24,"['flabebe', 'flower veil', 'single bloom']",Flabebe,https://scrapeme.live/shop/Flabebe/
"['pokemon', 'royal']","With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",4,4,4,179.7,127.0,5896,38,"['pyroar', 'rivalry', 'royal']",Pyroar,https://scrapeme.live/shop/Pyroar/
"['lion cub', 'pokemon']",They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,2,2,2,29.8,34.0,5074,288,"['lion cub', 'litleo', 'rivalry']",Litleo,https://scrapeme.live/shop/Litleo/
"['pokemon', 'scatterdust']","The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",1,1,1,18.5,155.0,2784,168,"['scatterdust', 'shed skin', 'spewpa']",Spewpa,https://scrapeme.live/shop/Spewpa/
"['pokemon', 'scatterdust']","The powder that covers its body regulates its temperature, so it can live in any region or climate.",1,1,1,5.5,40.0,5928,50,"['scatterbug', 'scatterdust', 'shield dust']",Scatterbug,https://scrapeme.live/shop/Scatterbug/
"['pokemon', 'scorching']","When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",3,3,3,54.0,84.0,6530,205,"['flame body', 'scorching', 'talonflame']",Talonflame,https://scrapeme.live/shop/Talonflame/
"['ember', 'pokemon']","The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",2,2,2,35.3,147.0,9413,36,"['ember', 'flame body', 'fletchinder']",Fletchinder,https://scrapeme.live/shop/Fletchinder/
"['pokemon', 'tiny robin']","Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",1,1,1,3.7,43.0,6897,127,"['big pecks', 'fletchling', 'tiny robin']",Fletchling,https://scrapeme.live/shop/Fletchling/
"['digging', 'pokemon']",It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1,1,1,11.0,66.0,1862,194,"['bunnelby', 'digging', 'pickup']",Bunnelby,https://scrapeme.live/shop/Bunnelby/
"['ninja', 'pokemon']","It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",4,4,4,88.2,42.0,1004,213,"['greninja', 'ninja', 'torrent']",Greninja,https://scrapeme.live/shop/Greninja/
"['bubble frog', 'pokemon']","Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",2,2,2,24.0,125.0,4488,58,"['bubble frog', 'frogadier', 'torrent']",Frogadier,https://scrapeme.live/shop/Frogadier/
"['pokemon', 'water gun']","Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",1,1,1,18.3,29.0,3133,152,"['clauncher', 'mega launcher', 'water gun']",Clauncher,https://scrapeme.live/shop/Clauncher/
"['mock kelp', 'pokemon']","Tales are told of ships that wander into seas where Dragalge live, never to return.",5,5,5,179.7,151.0,8707,254,"['dragalge', 'mock kelp', 'poison point']",Dragalge,https://scrapeme.live/shop/Dragalge/
"['mock kelp', 'pokemon']",It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,1,1,1,16.1,63.0,4439,184,"['mock kelp', 'poison point', 'skrelp']",Skrelp,https://scrapeme.live/shop/Skrelp/
"['collective', 'pokemon']","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",4,4,4,211.6,165.0,2186,123,"['barbaracle', 'collective', 'sniper']",Barbaracle,https://scrapeme.live/shop/Barbaracle/
"['pokemon', 'two-handed']","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",1,1,1,68.3,102.0,2430,143,"['binacle', 'sniper', 'two-handed']",Binacle,https://scrapeme.live/shop/Binacle/
"['overturning', 'pokemon']","It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",4,4,4,103.6,58.0,8034,294,"['malamar', 'overturning', 'suction cups']",Malamar,https://scrapeme.live/shop/Malamar/
"['pokemon', 'revolving']","It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",1,1,1,7.7,38.0,5522,167,"['inkay', 'revolving', 'suction cups']",Inkay,https://scrapeme.live/shop/Inkay/
"['meringue', 'pokemon']","Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",2,2,2,11.0,66.0,1013,262,"['meringue', 'slurpuff', 'sweet veil']",Slurpuff,https://scrapeme.live/shop/Slurpuff/
"['cotton candy', 'pokemon']","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",1,1,1,7.7,90.0,1694,129,"['cotton candy', 'sweet veil', 'swirlix']",Swirlix,https://scrapeme.live/shop/Swirlix/
"['fragrance', 'pokemon']","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",2,2,2,34.2,194.0,7781,198,"['aromatisse', 'fragrance', 'healer']",Aromatisse,https://scrapeme.live/shop/Aromatisse/
"['perfume', 'pokemon']","In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",,,,1.1,58.0,7207,241,"['healer', 'perfume', 'spritzee']",Spritzee,https://scrapeme.live/shop/Spritzee/
"['pokemon', 'sword']","If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",2,2,2,4.4,101.0,2418,101,"['honedge', 'no guard', 'sword']",Honedge,https://scrapeme.live/shop/Honedge/
"['pokemon', 'sword']","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",2,2,2,9.9,164.0,3642,144,"['doublade', 'no guard', 'sword']",Doublade,https://scrapeme.live/shop/Doublade/
"['pokemon', 'restraint']","It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",1,1,1,7.7,149.0,6882,169,"['espurr', 'keen eye', 'restraint']",Espurr,https://scrapeme.live/shop/Espurr/
"['pokemon', 'poodle']","Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",3,3,3,61.7,165.0,6858,180,"['fur coat', 'furfrou', 'poodle']",Furfrou,https://scrapeme.live/shop/Furfrou/
"['daunting', 'pokemon']","It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",6,6,6,299.8,76.0,3178,271,"['daunting', 'iron fist', 'pangoro']",Pangoro,https://scrapeme.live/shop/Pangoro/
"['pokemon', 'tundra']",This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,4,4,4,55.6,155.0,3786,187,"['amaura', 'refrigerate', 'tundra']",Amaura,https://scrapeme.live/shop/Amaura/
"['elder tree', 'pokemon']","Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",4,4,4,156.5,53.0,3436,167,"['elder tree', 'natural cure', 'trevenant']",Trevenant,https://scrapeme.live/shop/Trevenant/
"['key ring', 'pokemon']","It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",,,,6.6,179.0,2856,30,"['key ring', 'klefki', 'prankster']",Klefki,https://scrapeme.live/shop/Klefki/
"['dragon', 'pokemon']",It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,6,6,6,331.8,192.0,1614,185,"['dragon', 'goodra', 'hydration']",Goodra,https://scrapeme.live/shop/Goodra/
"['pokemon', 'soft tissue']","Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",2,2,2,38.6,109.0,8675,232,"['hydration', 'sliggoo', 'soft tissue']",Sliggoo,https://scrapeme.live/shop/Sliggoo/
"['pokemon', 'soft tissue']",It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,1,1,1,6.2,110.0,3506,122,"['goomy', 'hydration', 'soft tissue']",Goomy,https://scrapeme.live/shop/Goomy/
"['jewel', 'pokemon']",It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,1,1,1,12.6,171.0,1834,290,"['carbink', 'clear body', 'jewel']",Carbink,https://scrapeme.live/shop/Carbink/
"['antenna', 'pokemon']","It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",,,,4.9,118.0,3410,71,"['antenna', 'dedenne', 'pickup']",Dedenne,https://scrapeme.live/shop/Dedenne/
"['pokemon', 'wrestling']","With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",2,2,2,47.4,44.0,2009,30,"['hawlucha', 'limber', 'wrestling']",Hawlucha,https://scrapeme.live/shop/Hawlucha/
"['intertwining', 'pokemon']",It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,3,3,3,51.8,48.0,8161,20,"['cute charm', 'intertwining', 'sylveon']",Sylveon,https://scrapeme.live/shop/Sylveon/
"['pokemon', 'tundra']","Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",8,8,8,496.0,189.0,3008,243,"['aurorus', 'refrigerate', 'tundra']",Aurorus,https://scrapeme.live/shop/Aurorus/
"['despot', 'pokemon']","Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",8,8,8,595.2,26.0,2750,58,"['despot', 'strong jaw', 'tyrantrum']",Tyrantrum,https://scrapeme.live/shop/Tyrantrum/
"['pokemon', 'royal heir']",Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,2,2,2,57.3,62.0,6058,148,"['royal heir', 'strong jaw', 'tyrunt']",Tyrunt,https://scrapeme.live/shop/Tyrunt/
"['generator', 'pokemon']","It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",3,3,3,46.3,83.0,3157,43,"['generator', 'heliolisk', 'sand veil']",Heliolisk,https://scrapeme.live/shop/Heliolisk/
"['generator', 'pokemon']",The frills on either side of its head have cells that generate electricity when exposed to sunlight.,1,1,1,13.2,62.0,3461,126,"['generator', 'helioptile', 'sand veil']",Helioptile,https://scrapeme.live/shop/Helioptile/
"['howitzer', 'pokemon']","By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",4,4,4,77.8,69.0,1535,65,"['clawitzer', 'howitzer', 'mega launcher']",Clawitzer,https://scrapeme.live/shop/Clawitzer/
"['mischief', 'pokemon']","It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",1,1,1,19.8,189.0,3194,45,"['hoopa', 'magician', 'mischief']",Hoopa,https://scrapeme.live/shop/Hoopa/
"['jewel', 'pokemon']",It can instantly create many diamonds by compressing the carbon in the air between its hands.,2,2,2,19.4,27.0,1266,231,"['clear body', 'diancie', 'jewel']",Diancie,https://scrapeme.live/shop/Diancie/
"['pokemon', 'sea lion']",This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,1,1,1,16.5,158.0,7912,83,"['popplio', 'sea lion', 'torrent']",Popplio,https://scrapeme.live/shop/Popplio/
"['heel', 'pokemon']","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",5,5,5,183.0,36.0,5027,201,"['blaze', 'heel', 'incineroar']",Incineroar,https://scrapeme.live/shop/Incineroar/
"['fire cat', 'pokemon']","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",2,2,2,55.1,184.0,9406,186,"['blaze', 'fire cat', 'torracat']",Torracat,https://scrapeme.live/shop/Torracat/
"['fire cat', 'pokemon']",It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,1,1,1,9.5,132.0,6456,150,"['blaze', 'fire cat', 'litten']",Litten,https://scrapeme.live/shop/Litten/
